id_contractor,permits_total,permits_recent,permits_prior,latest_permit_date,earliest_permit_date,total_value,avg_value,top_permit_types,Synthetic
g2Baoa,1,1,0,2000-10-09,2000-10-09,0.0,0.0,Commercial (new) (1),False
g2BwGW,1,1,0,2000-05-08,2000-05-08,500.0,500.0,Parent (1),False
g2Bwn6,1,1,0,2000-06-01,2000-06-01,0.0,0.0,Mechanical (1),False
g2LX19,1,1,0,2000-02-25,2000-02-25,30000.0,30000.0,Single family residence addition (1),False
g2Lvop,1,1,0,2000-04-25,2000-04-25,,,Electrical (1),False
g2l7b6,1,1,0,2000-02-04,2000-02-04,,,Mechanical (1),False
g2lyap,1,1,0,2000-04-28,2000-04-28,10000.0,10000.0,Commercial alterations (1),False
g72qDW,1,1,0,2000-06-19,2000-06-19,0.0,0.0,Parent (1),False
gO64N9,1,1,0,2000-02-21,2000-02-21,184661.0,184661.0,Single family residence (new) (1),False
gO6dY3,1,1,0,2000-09-18,2000-09-18,0.0,0.0,Mechanical (1),False
gqONgn,1,1,0,2000-03-14,2000-03-14,0.0,0.0,plumbing (1),False
gqg79D,1,1,0,2000-01-18,2000-01-18,,,Demolition - residential (1),False
k8poBB,1,1,0,2000-05-03,2000-05-03,,,Foundation repair - residential (1),False
kL993q,1,1,0,2000-09-18,2000-09-18,900000.0,900000.0,Parent (1),False
kLovoq,1,1,0,2000-11-02,2000-11-02,3000.0,3000.0,Parent (1),False
kbxJBB,1,1,0,2000-04-24,2000-04-24,0.0,0.0,plumbing (1),False
l8J1Ao,1,1,0,2000-11-15,2000-11-15,,,Mechanical (1),False
lAZeGv,1,1,0,2000-12-12,2000-12-12,8000.0,8000.0,Miscellaneous - residential (1),False
lLvpLY,1,1,0,2000-08-09,2000-08-09,0.0,0.0,Elec-com alt: alteration (1),False
lbdWAp,1,1,0,2000-12-22,2000-12-22,,,Electrical (1),False
lbdk9v,1,1,0,2000-08-04,2000-08-04,500.0,500.0,Parent (1),False
lekvL2,1,1,0,2000-02-24,2000-02-24,,,Foundation repair - residential (1),False
m7lNXO,1,1,0,2000-04-03,2000-04-03,0.0,0.0,Fence - commercial; Fence cvt: conversion type (1),False
mVDZD2,1,1,0,2000-08-21,2000-08-21,30000.0,30000.0,Single family residence addition (1),False
n71Kbe,1,1,0,2000-10-16,2000-10-16,1900.0,1900.0,Sign alt: alteration (1),False
n7L8Ym,1,1,0,2000-07-31,2000-07-31,19000.0,19000.0,Single family residence addition (1),False
n84vym,1,1,0,2000-10-27,2000-10-27,80000.0,80000.0,Miscellaneous - residential (1),False
n8mydK,1,1,0,2000-10-25,2000-10-25,,,Plumbing (1),False
n92N2P,1,1,0,2000-06-24,2000-06-24,10000.0,10000.0,Govt-alt v-n (1),False
n92yJK,1,1,0,2000-07-19,2000-07-19,,,Fence - commercial (1),False
n9nn4m,1,1,0,2000-08-15,2000-08-15,,,Electrical - residential (1),False
n9ny4l,1,1,0,2000-09-02,2000-09-02,,,Single family residence addition (1),False
o32eGY,1,1,0,2000-05-16,2000-05-16,,,Electrical permit (1),False
o5Yw2w,1,1,0,2000-04-05,2000-04-05,3200.0,3200.0,Parent (1),False
o6x8W5,1,1,0,2000-07-12,2000-07-12,0.0,0.0,Electrical - residential; Elec-res alt: alteration (1),False
o71mKK,1,1,0,2000-01-28,2000-01-28,0.0,0.0,Commercial building (1),False
o72b34,1,1,0,2000-09-15,2000-09-15,75000.0,75000.0,Parent (1),False
o8mwxl,1,1,0,2000-03-13,2000-03-13,,,Foundation repair - residential (1),False
oJ2kEK,1,1,0,2000-06-26,2000-06-26,,,Electrical (1),False
oJDGPL,1,1,0,2000-05-30,2000-05-30,,,A3 additional HVAC permit (1),False
oJl0nY,1,1,0,2000-04-11,2000-04-11,23000.0,23000.0,Swimming pool - commercial (1),False
oz5V65,1,1,0,2000-01-06,2000-01-06,,,plumbing (1),False
p0PDOw,1,1,0,2000-03-10,2000-03-10,8000.0,8000.0,Single family residence addition (1),False
p0VrA0,1,1,0,2000-11-20,2000-11-20,0.0,0.0,Fdrepair v-n (1),False
pLJLdN,1,1,0,2000-07-19,2000-07-19,248779.0,248779.0,Single family residence (new) (1),False
pmXzA0,1,1,0,2000-07-12,2000-07-12,,,Single family residence addition (1),False
q7ELoY,1,1,0,2000-03-21,2000-03-21,,,Fence - commercial (1),False
qBm92L,1,1,0,2000-09-15,2000-09-15,0.0,0.0,Mechanical (1),False
r322a6,1,1,0,2000-08-04,2000-08-04,2000.0,2000.0,Sfr-misc xx v-n: type five n do not use (1),False
r80n26,1,1,0,2000-09-20,2000-09-20,,,Commercial building (1),False
v6dpNK,1,1,0,2000-03-09,2000-03-09,0.0,0.0,Residential building (1),False
w5KvDV,1,1,0,2000-02-16,2000-02-16,,,Electrical (1),False
w6eX9L,1,1,0,2000-11-27,2000-11-27,,,plumbing - residential (1),False
wbpEG0,1,1,0,2000-05-01,2000-05-01,,,Miscellaneous - commercial (1),False
wmq0Yv,1,1,0,2000-12-18,2000-12-18,600.0,600.0,Parent (1),False
wmq555,1,1,0,2000-04-26,2000-04-26,26174.0,26174.0,Ofc-alt iin (1),False
x47oqo,1,1,0,2000-09-02,2000-09-02,18000.0,18000.0,Sfr-add v-n (1),False
xG4vao,1,1,0,2000-07-19,2000-07-19,8500.0,8500.0,Sign alt: alteration (1),False
xGlB3B,1,1,0,2000-12-27,2000-12-27,8000.0,8000.0,Sign new: new construction (1),False
xmBOor,1,1,0,2000-07-13,2000-07-13,50000.0,50000.0,Parent (1),False
xmo928,1,1,0,2000-07-03,2000-07-03,900.0,900.0,Parent (1),False
xz2re9,1,1,0,2000-03-30,2000-03-30,249895.0,249895.0,Single family residence (new) (1),False
y801e5,1,1,0,2000-04-12,2000-04-12,,,Electrical (1),False
y80YD8,1,1,0,2000-11-08,2000-11-08,2000000.0,2000000.0,Parent (1),False
y848Da,1,1,0,2000-10-04,2000-10-04,,,plumbing (1),False
yDJzYp,1,1,0,2000-12-18,2000-12-18,24000.0,24000.0,Miscellaneous - residential (1),False
yLEKOV,1,1,0,2000-05-09,2000-05-09,0.0,0.0,Elec-com alt: alteration (1),False
yLXJbp,1,1,0,2000-09-28,2000-09-28,42000.0,42000.0,Sfr-add v-n (1),False
yLZ6Y3,1,1,0,2000-11-01,2000-11-01,,,plumbing (1),False
yO0El7,1,1,0,2000-10-04,2000-10-04,,,Electrical (1),False
yO56PD,1,1,0,2000-09-21,2000-09-21,,,Mechanical (1),False
ybeK4b,1,1,0,2000-06-13,2000-06-13,475000.0,475000.0,Parent (1),False
z7aKvp,1,1,0,2000-05-15,2000-05-15,283920.0,283920.0,Parent (1),False
zbogpm,1,1,0,2000-12-11,2000-12-11,,,Electrical (1),False
